Index,Lat,Lon,Alt (MSL),Alt (HAE),jamind,SVs Used,Fix type (GPS) valid,Fix type (GPS),UTC,GPS time,noise (GPS),DGPS,HDOP,PDOP
4172,53.10839250,49.94471100,977.400,971.100,11.0,8,Yes,3D,23:05:59.000 02/02/2026,2404:169577.000,56,No,1.0,1.9
4173,53.10860283,49.94450733,981.400,975.100,10.6,8,Yes,3D,23:06:00.000 02/02/2026,2404:169578.000,56,No,1.0,2.0
4174,53.10881467,49.94430883,985.200,978.900,11.0,8,Yes,3D,23:06:01.000 02/02/2026,2404:169579.000,56,No,1.0,2.0
4175,53.10902867,49.94411600,988.900,982.600,11.4,8,Yes,3D,23:06:02.000 02/02/2026,2404:169580.000,56,No,1.0,2.0
4176,53.10924417,49.94392783,992.900,986.600,10.6,8,Yes,3D,23:06:03.000 02/02/2026,2404:169581.000,56,No,1.0,2.0
4177,53.10946233,49.94374283,996.800,990.500,11.0,8,Yes,3D,23:06:04.000 02/02/2026,2404:169582.000,56,No,1.0,2.0
4178,53.10968167,49.94356717,1000.300,994.000,11.0,8,Yes,3D,23:06:05.000 02/02/2026,2404:169583.000,56,No,1.0,2.0
4179,53.10990500,49.94339300,1004.100,997.800,11.4,8,Yes,3D,23:06:06.000 02/02/2026,2404:169584.000,56,No,1.0,2.0
4180,53.11013150,49.94323533,1006.300,1000.000,10.2,8,Yes,3D,23:06:07.000 02/02/2026,2404:169585.000,56,No,1.0,1.9
4181,53.11035667,49.94308333,1008.300,1002.000,10.2,8,Yes,3D,23:06:08.000 02/02/2026,2404:169586.000,56,No,1.0,1.9
4182,53.11058167,49.94292550,1011.700,1005.400,10.6,8,Yes,3D,23:06:09.000 02/02/2026,2404:169587.000,56,No,1.0,2.0
4183,53.11080583,49.94277400,1014.900,1008.600,10.6,8,Yes,3D,23:06:10.000 02/02/2026,2404:169588.000,56,No,1.0,2.0
4184,53.11103433,49.94262633,1018.300,1012.000,10.6,8,Yes,3D,23:06:11.000 02/02/2026,2404:169589.000,56,No,1.0,2.0
4185,53.11126233,49.94248333,1022.000,1015.700,11.0,8,Yes,3D,23:06:12.000 02/02/2026,2404:169590.000,56,No,1.0,2.0
4186,53.11149100,49.94234817,1025.200,1018.900,10.6,8,Yes,3D,23:06:13.000 02/02/2026,2404:169591.000,56,No,1.0,2.0
4187,53.11172250,49.94220750,1025.800,1019.500,10.6,8,Yes,3D,23:06:14.000 02/02/2026,2404:169592.000,56,No,1.0,1.9
4188,53.11195717,49.94208617,1024.400,1018.100,10.2,8,Yes,3D,23:06:15.000 02/02/2026,2404:169593.000,56,No,1.0,1.8
4189,53.11219333,49.94197200,1022.900,1016.600,10.6,8,Yes,3D,23:06:16.000 02/02/2026,2404:169594.000,56,No,1.0,1.8
4190,53.11243100,49.94186200,1021.800,1015.500,11.0,8,Yes,3D,23:06:17.000 02/02/2026,2404:169595.000,56,No,1.0,1.8
4191,53.11266900,49.94175750,1020.700,1014.400,11.0,8,Yes,3D,23:06:18.000 02/02/2026,2404:169596.000,56,No,1.0,1.8
4192,53.11290783,49.94165817,1019.500,1013.200,11.0,8,Yes,3D,23:06:19.000 02/02/2026,2404:169597.000,56,No,1.0,1.8
4193,53.11314883,49.94156617,1018.500,1012.200,10.6,8,Yes,3D,23:06:20.000 02/02/2026,2404:169598.000,56,No,1.0,1.8
4194,53.11338933,49.94147817,1017.400,1011.100,10.6,8,Yes,3D,23:06:21.000 02/02/2026,2404:169599.000,56,No,1.0,1.8
4195,53.11362817,49.94139667,1016.700,1010.400,10.2,8,Yes,3D,23:06:22.000 02/02/2026,2404:169600.000,56,No,1.0,1.8
4196,53.11387033,49.94131983,1015.700,1009.400,11.4,8,Yes,3D,23:06:23.000 02/02/2026,2404:169601.000,56,No,1.0,1.8
4197,53.11411333,49.94124883,1014.700,1008.400,10.2,8,Yes,3D,23:06:24.000 02/02/2026,2404:169602.000,56,No,1.0,1.8
4198,53.11435683,49.94118350,1013.800,1007.500,11.0,8,Yes,3D,23:06:25.000 02/02/2026,2404:169603.000,56,No,1.0,1.8
4199,53.11460117,49.94112400,1013.000,1006.700,11.8,8,Yes,3D,23:06:26.000 02/02/2026,2404:169604.000,56,No,1.0,1.8
4200,53.11484600,49.94106983,1012.100,1005.800,10.2,8,Yes,3D,23:06:27.000 02/02/2026,2404:169605.000,56,No,1.0,1.8
4201,53.11509350,49.94102217,1011.400,1005.100,10.2,8,Yes,3D,23:06:28.000 02/02/2026,2404:169606.000,56,No,1.0,1.8
4202,53.11534117,49.94098000,1010.200,1003.900,10.6,8,Yes,3D,23:06:29.000 02/02/2026,2404:169607.000,56,No,1.0,1.8
4203,53.11558717,49.94094433,1009.300,1003.000,11.0,8,Yes,3D,23:06:30.000 02/02/2026,2404:169608.000,56,No,1.0,1.8
4204,53.11583483,49.94091400,1008.600,1002.300,10.6,8,Yes,3D,23:06:31.000 02/02/2026,2404:169609.000,56,No,1.0,1.8
4205,53.11608167,49.94088783,1008.000,1001.700,11.0,8,Yes,3D,23:06:32.000 02/02/2026,2404:169610.000,56,No,1.0,1.8
4206,53.11632850,49.94086833,1007.600,1001.300,10.2,8,Yes,3D,23:06:33.000 02/02/2026,2404:169611.000,56,No,1.0,1.8
4207,53.11657583,49.94085400,1007.000,1000.700,10.6,8,Yes,3D,23:06:34.000 02/02/2026,2404:169612.000,56,No,1.0,1.8
4208,53.11682350,49.94084500,1006.700,1000.400,10.2,8,Yes,3D,23:06:35.000 02/02/2026,2404:169613.000,56,No,1.0,1.8
4209,53.11707117,49.94084167,1006.500,1000.200,11.0,8,Yes,3D,23:06:36.000 02/02/2026,2404:169614.000,56,No,1.0,1.8
4210,53.11731933,49.94084633,1005.700,999.400,10.6,8,Yes,3D,23:06:37.000 02/02/2026,2404:169615.000,56,No,1.0,1.8
4211,53.11756667,49.94085600,1004.700,998.400,10.6,8,Yes,3D,23:06:38.000 02/02/2026,2404:169616.000,56,No,1.0,1.8
4212,53.11781417,49.94087000,1003.800,997.500,11.4,8,Yes,3D,23:06:39.000 02/02/2026,2404:169617.000,56,No,1.0,1.8
4213,53.11806283,49.94089050,1003.700,997.400,10.2,8,Yes,3D,23:06:40.000 02/02/2026,2404:169618.000,56,No,1.0,1.8
4214,53.11831267,49.94091567,1003.400,997.100,10.2,8,Yes,3D,23:06:41.000 02/02/2026,2404:169619.000,56,No,1.0,1.8
4215,53.11855633,49.94094550,1003.200,996.900,11.4,8,Yes,3D,23:06:42.000 02/02/2026,2404:169620.000,56,No,1.0,1.8
4216,53.11880050,49.94097950,1003.300,997.000,11.0,8,Yes,3D,23:06:43.000 02/02/2026,2404:169621.000,56,No,1.0,1.8
4217,53.11904383,49.94102250,1002.200,995.900,9.8,8,Yes,3D,23:06:44.000 02/02/2026,2404:169622.000,56,No,1.0,1.8
4218,53.11929000,49.94107117,1001.700,995.400,11.0,8,Yes,3D,23:06:45.000 02/02/2026,2404:169623.000,56,No,1.0,1.8
4219,53.11953417,49.94112583,1001.500,995.200,11.4,8,Yes,3D,23:06:46.000 02/02/2026,2404:169624.000,56,No,1.0,1.8
4220,53.11978033,49.94118550,1001.100,994.800,10.6,8,Yes,3D,23:06:47.000 02/02/2026,2404:169625.000,56,No,1.0,1.8
4221,53.12002333,49.94125183,1000.900,994.600,10.2,8,Yes,3D,23:06:48.000 02/02/2026,2404:169626.000,56,No,1.0,1.8
4222,53.12027250,49.94132033,1000.900,994.600,10.2,8,Yes,3D,23:06:49.000 02/02/2026,2404:169627.000,56,No,1.0,1.8
4223,53.12051567,49.94139583,1001.100,994.800,10.6,8,Yes,3D,23:06:50.000 02/02/2026,2404:169628.000,56,No,1.0,1.8
4224,53.12076067,49.94147983,1000.600,994.300,11.0,8,Yes,3D,23:06:51.000 02/02/2026,2404:169629.000,56,No,1.0,1.8
4225,53.12100700,49.94156600,1000.600,994.300,10.6,8,Yes,3D,23:06:52.000 02/02/2026,2404:169630.000,56,No,1.0,1.8
4226,53.12125250,49.94166017,1000.000,993.700,11.0,8,Yes,3D,23:06:53.000 02/02/2026,2404:169631.000,56,No,1.0,1.8
4227,53.12149733,49.94175883,999.900,993.600,10.2,8,Yes,3D,23:06:54.000 02/02/2026,2404:169632.000,56,No,1.0,1.8
4228,53.12173833,49.94184817,1001.900,995.600,9.8,8,Yes,3D,23:06:55.000 02/02/2026,2404:169633.000,56,No,1.0,1.9
4229,53.12197950,49.94194433,1003.900,997.600,10.2,8,Yes,3D,23:06:56.000 02/02/2026,2404:169634.000,56,No,1.0,1.9
4230,53.12221950,49.94204683,1005.800,999.500,11.0,8,Yes,3D,23:06:57.000 02/02/2026,2404:169635.000,56,No,1.0,1.9
4231,53.12245600,49.94215533,1007.600,1001.300,10.6,8,Yes,3D,23:06:58.000 02/02/2026,2404:169636.000,56,No,1.0,1.9
4232,53.12269117,49.94227217,1008.900,1002.600,11.0,8,Yes,3D,23:06:59.000 02/02/2026,2404:169637.000,56,No,1.0,1.9
4233,53.12292717,49.94239600,1009.700,1003.400,10.6,8,Yes,3D,23:07:00.000 02/02/2026,2404:169638.000,56,No,1.0,1.9
4234,53.12315617,49.94252367,1011.300,1005.000,10.2,8,Yes,3D,23:07:01.000 02/02/2026,2404:169639.000,56,No,1.0,1.9
4235,53.12338850,49.94265500,1012.000,1005.700,10.6,8,Yes,3D,23:07:02.000 02/02/2026,2404:169640.000,56,No,1.0,1.9
4236,53.12361950,49.94279383,1013.200,1006.900,10.2,8,Yes,3D,23:07:03.000 02/02/2026,2404:169641.000,56,No,1.0,1.9
4237,53.12384883,49.94294017,1014.300,1008.000,11.0,8,Yes,3D,23:07:04.000 02/02/2026,2404:169642.000,56,No,1.0,1.9
4238,53.12407717,49.94309217,1015.400,1009.100,10.2,8,Yes,3D,23:07:05.000 02/02/2026,2404:169643.000,56,No,1.0,1.9
4239,53.12430650,49.94325067,1016.500,1010.200,11.0,8,Yes,3D,23:07:06.000 02/02/2026,2404:169644.000,56,No,1.0,1.9
4240,53.12453450,49.94341483,1017.600,1011.300,10.6,8,Yes,3D,23:07:07.000 02/02/2026,2404:169645.000,56,No,1.0,1.9
4241,53.12476100,49.94358467,1018.600,1012.300,11.0,8,Yes,3D,23:07:08.000 02/02/2026,2404:169646.000,56,No,1.0,1.9
4242,53.12498350,49.94375983,1018.900,1012.600,10.6,8,Yes,3D,23:07:09.000 02/02/2026,2404:169647.000,56,No,1.0,1.9
4243,53.12520450,49.94393983,1019.700,1013.400,11.0,8,Yes,3D,23:07:10.000 02/02/2026,2404:169648.000,56,No,1.0,1.9
4244,53.12542450,49.94412517,1020.500,1014.200,10.6,8,Yes,3D,23:07:11.000 02/02/2026,2404:169649.000,56,No,1.0,1.9
4245,53.12564250,49.94431733,1020.700,1014.400,10.6,8,Yes,3D,23:07:12.000 02/02/2026,2404:169650.000,56,No,1.0,1.9
4246,53.12585883,49.94451300,1020.600,1014.300,10.6,8,Yes,3D,23:07:13.000 02/02/2026,2404:169651.000,56,No,1.0,1.9
4247,53.12607200,49.94471100,1021.000,1014.700,11.8,8,Yes,3D,23:07:14.000 02/02/2026,2404:169652.000,56,No,1.0,1.9
4248,53.12628533,49.94491767,1021.700,1015.400,10.6,8,Yes,3D,23:07:15.000 02/02/2026,2404:169653.000,56,No,1.0,1.9
4249,53.12649467,49.94513083,1022.700,1016.400,10.6,8,Yes,3D,23:07:16.000 02/02/2026,2404:169654.000,56,No,1.0,1.9
4250,53.12670500,49.94534783,1023.300,1017.000,10.6,8,Yes,3D,23:07:17.000 02/02/2026,2404:169655.000,56,No,1.0,1.9
4251,53.12691083,49.94557117,1024.200,1017.900,10.2,8,Yes,3D,23:07:18.000 02/02/2026,2404:169656.000,56,No,1.0,1.9
4252,53.12711750,49.94579817,1024.800,1018.500,10.6,8,Yes,3D,23:07:19.000 02/02/2026,2404:169657.000,56,No,1.0,1.9
4253,53.12732450,49.94604733,1023.000,1016.700,11.4,8,Yes,3D,23:07:20.000 02/02/2026,2404:169658.000,56,No,1.0,1.8
4254,53.12752950,49.94630033,1021.100,1014.800,11.0,8,Yes,3D,23:07:21.000 02/02/2026,2404:169659.000,56,No,1.0,1.8
4255,53.12773250,49.94655717,1019.300,1013.000,10.2,8,Yes,3D,23:07:22.000 02/02/2026,2404:169660.000,56,No,1.0,1.8
4256,53.12793333,49.94681783,1017.600,1011.300,11.4,8,Yes,3D,23:07:23.000 02/02/2026,2404:169661.000,56,No,1.0,1.8
4257,53.12813217,49.94708267,1015.900,1009.600,10.6,8,Yes,3D,23:07:24.000 02/02/2026,2404:169662.000,56,No,1.0,1.8
4258,53.12833000,49.94735317,1014.300,1008.000,9.8,8,Yes,3D,23:07:25.000 02/02/2026,2404:169663.000,56,No,1.0,1.8
4259,53.12852450,49.94762800,1013.200,1006.900,10.6,8,Yes,3D,23:07:26.000 02/02/2026,2404:169664.000,56,No,1.0,1.8
4260,53.12871667,49.94790450,1011.800,1005.500,11.4,8,Yes,3D,23:07:27.000 02/02/2026,2404:169665.000,56,No,1.0,1.8
4261,53.12890650,49.94818433,1010.100,1003.800,10.2,8,Yes,3D,23:07:28.000 02/02/2026,2404:169666.000,56,No,1.0,1.8
4262,53.12909417,49.94846900,1008.900,1002.600,10.6,8,Yes,3D,23:07:29.000 02/02/2026,2404:169667.000,56,No,1.0,1.8
4263,53.12927933,49.94875750,1007.700,1001.400,10.6,8,Yes,3D,23:07:30.000 02/02/2026,2404:169668.000,56,No,1.0,1.8
4264,53.12946467,49.94905067,1006.600,1000.300,10.6,8,Yes,3D,23:07:31.000 02/02/2026,2404:169669.000,56,No,1.0,1.8
4265,53.12964500,49.94934700,1005.500,999.200,10.6,8,Yes,3D,23:07:32.000 02/02/2026,2404:169670.000,56,No,1.0,1.8
4266,53.12982300,49.94964667,1004.500,998.200,11.4,8,Yes,3D,23:07:33.000 02/02/2026,2404:169671.000,56,No,1.0,1.8
4267,53.13000083,49.94995050,1003.500,997.200,9.8,8,Yes,3D,23:07:34.000 02/02/2026,2404:169672.000,56,No,1.0,1.8
4268,53.13017383,49.95025750,1002.500,996.200,10.6,8,Yes,3D,23:07:35.000 02/02/2026,2404:169673.000,56,No,1.0,1.8
4269,53.13034433,49.95056817,1001.600,995.300,11.0,8,Yes,3D,23:07:36.000 02/02/2026,2404:169674.000,56,No,1.0,1.8
4270,53.13051217,49.95088250,1000.700,994.400,10.6,8,Yes,3D,23:07:37.000 02/02/2026,2404:169675.000,56,No,1.0,1.8
4271,53.13067733,49.95120050,999.900,993.600,9.8,8,Yes,3D,23:07:38.000 02/02/2026,2404:169676.000,56,No,1.0,1.8
4272,53.13084017,49.95152200,999.100,992.800,11.0,8,Yes,3D,23:07:39.000 02/02/2026,2404:169677.000,56,No,1.0,1.8
4273,53.13099783,49.95184817,998.600,992.300,11.4,8,Yes,3D,23:07:40.000 02/02/2026,2404:169678.000,56,No,1.0,1.8
4274,53.13115500,49.95217633,997.900,991.600,10.6,8,Yes,3D,23:07:41.000 02/02/2026,2404:169679.000,56,No,1.0,1.8
4275,53.13130967,49.95250817,997.200,990.900,10.6,8,Yes,3D,23:07:42.000 02/02/2026,2404:169680.000,56,No,1.0,1.8
4276,53.13146150,49.95284333,996.600,990.300,11.0,8,Yes,3D,23:07:43.000 02/02/2026,2404:169681.000,56,No,1.0,1.8
4277,53.13161050,49.95318200,996.000,989.700,10.6,8,Yes,3D,23:07:44.000 02/02/2026,2404:169682.000,56,No,1.0,1.8
4278,53.13175583,49.95352367,995.600,989.300,10.6,8,Yes,3D,23:07:45.000 02/02/2026,2404:169683.000,56,No,1.0,1.8
4279,53.13189867,49.95386817,995.100,988.800,11.4,8,Yes,3D,23:07:46.000 02/02/2026,2404:169684.000,56,No,1.0,1.8
4280,53.13203933,49.95421883,994.600,988.300,11.4,8,Yes,3D,23:07:47.000 02/02/2026,2404:169685.000,56,No,1.0,1.8
4281,53.13217683,49.95456967,994.200,987.900,11.0,8,Yes,3D,23:07:48.000 02/02/2026,2404:169686.000,56,No,1.0,1.8
4282,53.13231417,49.95492633,993.100,986.800,10.2,8,Yes,3D,23:07:49.000 02/02/2026,2404:169687.000,56,No,1.0,1.8
4283,53.13244367,49.95528617,992.300,986.000,11.0,8,Yes,3D,23:07:50.000 02/02/2026,2404:169688.000,56,No,1.0,1.8
4284,53.13257217,49.95564683,992.300,986.000,10.6,8,Yes,3D,23:07:51.000 02/02/2026,2404:169689.000,56,No,1.0,1.8
4285,53.13270017,49.95600900,992.100,985.800,10.6,8,Yes,3D,23:07:52.000 02/02/2026,2404:169690.000,56,No,1.0,1.8
4286,53.13282267,49.95637333,991.800,985.500,11.4,8,Yes,3D,23:07:53.000 02/02/2026,2404:169691.000,56,No,1.0,1.8
4287,53.13294033,49.95674083,991.300,985.000,11.4,8,Yes,3D,23:07:54.000 02/02/2026,2404:169692.000,56,No,1.0,1.8
4288,53.13305917,49.95711217,990.000,983.700,11.0,8,Yes,3D,23:07:55.000 02/02/2026,2404:169693.000,56,No,1.0,1.8
4289,53.13317333,49.95748200,990.100,983.800,10.6,8,Yes,3D,23:07:56.000 02/02/2026,2404:169694.000,56,No,1.0,1.8
4290,53.13328200,49.95785633,989.700,983.400,10.6,8,Yes,3D,23:07:57.000 02/02/2026,2404:169695.000,56,No,1.0,1.8
4291,53.13339233,49.95823183,988.900,982.600,10.2,8,Yes,3D,23:07:58.000 02/02/2026,2404:169696.000,56,No,1.0,1.8
4292,53.13349650,49.95861267,988.400,982.100,10.6,8,Yes,3D,23:07:59.000 02/02/2026,2404:169697.000,57,No,1.0,1.8
4293,53.13359733,49.95899400,988.200,981.900,10.2,8,Yes,3D,23:08:00.000 02/02/2026,2404:169698.000,57,No,1.0,1.8
4294,53.13369467,49.95937733,988.000,981.700,11.0,8,Yes,3D,23:08:01.000 02/02/2026,2404:169699.000,57,No,1.0,1.8
4295,53.13378900,49.95976250,987.900,981.600,10.6,8,Yes,3D,23:08:02.000 02/02/2026,2404:169700.000,57,No,1.0,1.8
4296,53.13387967,49.96014800,987.600,981.300,11.0,8,Yes,3D,23:08:03.000 02/02/2026,2404:169701.000,57,No,1.0,1.8
4297,53.13396700,49.96053583,987.300,981.000,11.0,8,Yes,3D,23:08:04.000 02/02/2026,2404:169702.000,57,No,1.0,1.8
4298,53.13405083,49.96092567,986.900,980.600,11.0,8,Yes,3D,23:08:05.000 02/02/2026,2404:169703.000,57,No,1.0,1.8
4299,53.13413333,49.96132067,986.800,980.500,9.4,8,Yes,3D,23:08:06.000 02/02/2026,2404:169704.000,57,No,1.0,1.8
4300,53.13421100,49.96171600,986.700,980.400,10.6,8,Yes,3D,23:08:07.000 02/02/2026,2404:169705.000,57,No,1.0,1.8
4301,53.13428550,49.96211317,986.600,980.300,10.2,8,Yes,3D,23:08:08.000 02/02/2026,2404:169706.000,56,No,1.0,1.8
4302,53.13435783,49.96251350,986.500,980.200,10.6,8,Yes,3D,23:08:09.000 02/02/2026,2404:169707.000,56,No,1.0,1.8
4303,53.13442717,49.96291267,986.200,979.900,11.0,8,Yes,3D,23:08:10.000 02/02/2026,2404:169708.000,56,No,1.0,1.8
4304,53.13449133,49.96331533,986.400,980.100,11.4,8,Yes,3D,23:08:11.000 02/02/2026,2404:169709.000,56,No,1.0,1.8
4305,53.13455267,49.96372267,986.200,979.900,11.0,8,Yes,3D,23:08:12.000 02/02/2026,2404:169710.000,56,No,1.0,1.8
4306,53.13461133,49.96412833,986.100,979.800,10.2,8,Yes,3D,23:08:13.000 02/02/2026,2404:169711.000,56,No,1.0,1.8
4307,53.13466517,49.96453383,986.100,979.800,11.0,8,Yes,3D,23:08:14.000 02/02/2026,2404:169712.000,56,No,1.0,1.8
4308,53.13471567,49.96493800,986.000,979.700,10.2,8,Yes,3D,23:08:15.000 02/02/2026,2404:169713.000,56,No,1.0,1.8
4309,53.13476417,49.96534750,986.000,979.700,11.0,8,Yes,3D,23:08:16.000 02/02/2026,2404:169714.000,56,No,1.0,1.8
4310,53.13481067,49.96575500,985.700,979.400,10.2,8,Yes,3D,23:08:17.000 02/02/2026,2404:169715.000,56,No,1.0,1.8
4311,53.13485167,49.96616483,985.300,979.000,11.0,8,Yes,3D,23:08:18.000 02/02/2026,2404:169716.000,56,No,1.0,1.8
4312,53.13488833,49.96657367,985.200,978.900,11.0,8,Yes,3D,23:08:19.000 02/02/2026,2404:169717.000,56,No,1.0,1.8
4313,53.13492300,49.96698433,985.200,978.900,11.4,8,Yes,3D,23:08:20.000 02/02/2026,2404:169718.000,56,No,1.0,1.8
4314,53.13495350,49.96739933,985.100,978.800,10.6,8,Yes,3D,23:08:21.000 02/02/2026,2404:169719.000,56,No,1.0,1.8
4315,53.13498167,49.96781467,985.400,979.100,11.0,8,Yes,3D,23:08:22.000 02/02/2026,2404:169720.000,56,No,1.0,1.8
4316,53.13500550,49.96823300,985.900,979.600,11.0,8,Yes,3D,23:08:23.000 02/02/2026,2404:169721.000,56,No,1.0,1.8
4317,53.13502633,49.96864767,986.000,979.700,10.6,8,Yes,3D,23:08:24.000 02/02/2026,2404:169722.000,56,No,1.0,1.8
4318,53.13504367,49.96906367,986.300,980.000,9.8,8,Yes,3D,23:08:25.000 02/02/2026,2404:169723.000,56,No,1.0,1.8
4319,53.13505833,49.96947667,986.600,980.300,10.6,8,Yes,3D,23:08:26.000 02/02/2026,2404:169724.000,56,No,1.0,1.8
4320,53.13506800,49.96989167,986.700,980.400,11.4,8,Yes,3D,23:08:27.000 02/02/2026,2404:169725.000,56,No,1.0,1.8
4321,53.13507233,49.97030783,986.600,980.300,10.6,8,Yes,3D,23:08:28.000 02/02/2026,2404:169726.000,56,No,1.0,1.8
4322,53.13507250,49.97072167,986.600,980.300,10.6,8,Yes,3D,23:08:29.000 02/02/2026,2404:169727.000,56,No,1.0,1.8
4323,53.13507100,49.97113633,986.800,980.500,10.6,8,Yes,3D,23:08:30.000 02/02/2026,2404:169728.000,56,No,1.0,1.8
4324,53.13506600,49.97155083,986.900,980.600,10.6,8,Yes,3D,23:08:31.000 02/02/2026,2404:169729.000,56,No,1.0,1.8
4325,53.13505717,49.97196483,987.000,980.700,11.0,8,Yes,3D,23:08:32.000 02/02/2026,2404:169730.000,56,No,1.0,1.8
4326,53.13504517,49.97237950,986.700,980.400,10.6,8,Yes,3D,23:08:33.000 02/02/2026,2404:169731.000,56,No,1.0,1.8
4327,53.13502967,49.97279417,986.300,980.000,11.4,8,Yes,3D,23:08:34.000 02/02/2026,2404:169732.000,56,No,1.0,1.8
4328,53.13501067,49.97320983,986.400,980.100,10.6,8,Yes,3D,23:08:35.000 02/02/2026,2404:169733.000,56,No,1.0,1.8
4329,53.13498683,49.97362617,986.600,980.300,11.0,8,Yes,3D,23:08:36.000 02/02/2026,2404:169734.000,56,No,1.0,1.8
4330,53.13496083,49.97403483,986.900,980.600,11.0,8,Yes,3D,23:08:37.000 02/02/2026,2404:169735.000,56,No,1.0,1.8
4331,53.13493150,49.97444400,986.700,980.400,11.0,8,Yes,3D,23:08:38.000 02/02/2026,2404:169736.000,56,No,1.0,1.8
4332,53.13490017,49.97485517,986.500,980.200,11.0,8,Yes,3D,23:08:39.000 02/02/2026,2404:169737.000,56,No,1.0,1.8
4333,53.13486533,49.97526300,987.100,980.800,10.2,8,Yes,3D,23:08:40.000 02/02/2026,2404:169738.000,56,No,1.0,1.8
4334,53.13482733,49.97567417,987.300,981.000,11.0,8,Yes,3D,23:08:41.000 02/02/2026,2404:169739.000,56,No,1.0,1.8
4335,53.13478450,49.97608250,987.400,981.100,11.0,8,Yes,3D,23:08:42.000 02/02/2026,2404:169740.000,56,No,1.0,1.8
4336,53.13473850,49.97648967,987.600,981.300,11.0,8,Yes,3D,23:08:43.000 02/02/2026,2404:169741.000,56,No,1.0,1.8
4337,53.13468883,49.97689600,987.800,981.500,11.0,8,Yes,3D,23:08:44.000 02/02/2026,2404:169742.000,56,No,1.0,1.8
4338,53.13463350,49.97730200,988.200,981.900,11.0,8,Yes,3D,23:08:45.000 02/02/2026,2404:169743.000,56,No,1.0,1.8
4339,53.13457717,49.97770567,988.500,982.200,10.6,8,Yes,3D,23:08:46.000 02/02/2026,2404:169744.000,56,No,1.0,1.8
4340,53.13451533,49.97811100,988.700,982.400,11.0,8,Yes,3D,23:08:47.000 02/02/2026,2404:169745.000,56,No,1.0,1.8
4341,53.13445017,49.97851300,989.100,982.800,10.6,8,Yes,3D,23:08:48.000 02/02/2026,2404:169746.000,56,No,1.0,1.8
4342,53.13438400,49.97891267,989.100,982.800,11.0,8,Yes,3D,23:08:49.000 02/02/2026,2404:169747.000,56,No,1.0,1.8
4343,53.13431183,49.97931167,989.500,983.200,10.6,8,Yes,3D,23:08:50.000 02/02/2026,2404:169748.000,56,No,1.0,1.8
4344,53.13423833,49.97970867,990.000,983.700,11.0,8,Yes,3D,23:08:51.000 02/02/2026,2404:169749.000,56,No,1.0,1.8
4345,53.13415967,49.98010050,989.700,983.400,11.0,8,Yes,3D,23:08:52.000 02/02/2026,2404:169750.000,56,No,1.0,1.8
4346,53.13407900,49.98049033,989.100,982.800,11.4,8,Yes,3D,23:08:53.000 02/02/2026,2404:169751.000,56,No,1.0,1.8
4347,53.13399450,49.98088250,989.500,983.200,10.6,8,Yes,3D,23:08:54.000 02/02/2026,2404:169752.000,56,No,1.0,1.8
4348,53.13390667,49.98127500,989.200,982.900,11.0,8,Yes,3D,23:08:55.000 02/02/2026,2404:169753.000,56,No,1.0,1.8
4349,53.13381900,49.98166150,989.600,983.300,11.4,8,Yes,3D,23:08:56.000 02/02/2026,2404:169754.000,56,No,1.0,1.8
4350,53.13372683,49.98204867,989.700,983.400,10.6,8,Yes,3D,23:08:57.000 02/02/2026,2404:169755.000,56,No,1.0,1.8
4351,53.13363133,49.98243017,989.700,983.400,11.8,8,Yes,3D,23:08:58.000 02/02/2026,2404:169756.000,56,No,1.0,1.8
4352,53.13353383,49.98280983,990.100,983.800,10.6,8,Yes,3D,23:08:59.000 02/02/2026,2404:169757.000,56,No,1.0,1.8
4353,53.13342917,49.98317667,988.600,982.300,10.6,8,Yes,3D,23:09:00.000 02/02/2026,2404:169758.000,56,No,1.1,2.0
4354,53.13332233,49.98353850,986.800,980.500,10.6,8,Yes,3D,23:09:01.000 02/02/2026,2404:169759.000,56,No,1.1,2.0
4355,53.13321233,49.98389817,985.000,978.700,11.0,8,Yes,3D,23:09:02.000 02/02/2026,2404:169760.000,56,No,1.1,2.0
4356,53.13309833,49.98425833,982.800,976.500,11.4,8,Yes,3D,23:09:03.000 02/02/2026,2404:169761.000,56,No,1.1,2.0
4357,53.13297733,49.98461367,980.700,974.400,10.6,8,Yes,3D,23:09:04.000 02/02/2026,2404:169762.000,56,No,1.1,2.0
4358,53.13285700,49.98496600,978.500,972.200,11.4,8,Yes,3D,23:09:05.000 02/02/2026,2404:169763.000,56,No,1.1,2.0
4359,53.13273450,49.98531750,977.200,970.900,11.0,8,Yes,3D,23:09:06.000 02/02/2026,2404:169764.000,56,No,1.1,2.0
4360,53.13260850,49.98566600,976.000,969.700,10.6,8,Yes,3D,23:09:07.000 02/02/2026,2404:169765.000,56,No,1.1,2.0
4361,53.13248233,49.98601233,974.900,968.600,10.6,8,Yes,3D,23:09:08.000 02/02/2026,2404:169766.000,56,No,1.1,2.0
4362,53.13235300,49.98635600,973.800,967.500,10.2,8,Yes,3D,23:09:09.000 02/02/2026,2404:169767.000,56,No,1.1,2.0
4363,53.13221850,49.98669650,972.800,966.500,11.0,8,Yes,3D,23:09:10.000 02/02/2026,2404:169768.000,56,No,1.1,2.0
4364,53.13208067,49.98703417,971.700,965.400,11.0,8,Yes,3D,23:09:11.000 02/02/2026,2404:169769.000,56,No,1.1,2.0
